time;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20161121:1610;0.0;0.0;0.0;0.0;-3.76;2.31;0.0
20161121:1710;0.0;0.0;0.0;0.0;-3.61;2.23;0.0
20161121:1810;0.0;0.0;0.0;0.0;-3.46;2.14;0.0
20161121:1910;0.0;0.0;0.0;0.0;-3.09;1.99;0.0
20161121:2010;0.0;0.0;0.0;0.0;-2.71;1.84;0.0
20161121:2110;0.0;0.0;0.0;0.0;-2.33;1.7;0.0
20161121:2210;0.0;0.0;0.0;0.0;-2.11;1.57;0.0
20161121:2310;0.0;0.0;0.0;0.0;-1.88;1.44;0.0
20161122:0010;0.0;0.0;0.0;0.0;-1.66;1.31;0.0
20161122:0110;0.0;0.0;0.0;0.0;-1.72;1.34;0.0
20161122:0210;0.0;0.0;0.0;0.0;-1.79;1.37;0.0
20161122:0310;0.0;0.0;0.0;0.0;-1.86;1.39;0.0
20161122:0410;0.0;0.0;0.0;0.0;-1.85;1.71;0.0
20161122:0510;0.0;0.0;0.0;0.0;-1.83;2.03;0.0
20161122:0610;0.0;0.0;0.0;0.0;-1.81;2.34;0.0
20161122:0710;0.0;11.0;0.0;3.82;-2.0;2.2;0.0
20161122:0810;0.0;43.0;0.0;11.91;-2.18;2.05;0.0
20161122:0910;0.0;79.0;0.0;18.38;-2.36;1.9;0.0
20161122:1010;24.0;171.0;0.0;22.71;-2.59;1.68;0.0
20161122:1110;0.0;89.0;0.0;24.45;-2.82;1.46;0.0
20161122:1210;0.0;90.0;0.0;23.38;-3.04;1.24;0.0
20161122:1310;0.0;147.0;0.0;19.63;-2.93;1.36;0.0
20161122:1410;0.0;73.0;0.0;13.62;-2.82;1.47;0.0
20161122:1510;0.0;28.0;0.0;5.88;-2.71;1.59;0.0
20161122:1610;0.0;0.0;0.0;0.0;-2.5;1.6;0.0
20161122:1710;0.0;0.0;0.0;0.0;-2.3;1.62;0.0
20161122:1810;0.0;0.0;0.0;0.0;-2.09;1.64;0.0
20161122:1910;0.0;0.0;0.0;0.0;-2.44;1.46;0.0
20161122:2010;0.0;0.0;0.0;0.0;-2.79;1.27;0.0
20161122:2110;0.0;0.0;0.0;0.0;-3.13;1.09;0.0
20161122:2210;0.0;0.0;0.0;0.0;-2.87;1.29;0.0
20161122:2310;0.0;0.0;0.0;0.0;-2.6;1.49;0.0
20161123:0010;0.0;0.0;0.0;0.0;-2.34;1.68;0.0
20161123:0110;0.0;0.0;0.0;0.0;-1.64;1.6;0.0
20161123:0210;0.0;0.0;0.0;0.0;-0.95;1.52;0.0
20161123:0310;0.0;0.0;0.0;0.0;-0.26;1.43;0.0
20161123:0410;0.0;0.0;0.0;0.0;-0.08;1.44;0.0
20161123:0510;0.0;0.0;0.0;0.0;0.1;1.45;0.0
20161123:0610;0.0;0.0;0.0;0.0;0.29;1.46;0.0
20161123:0710;0.0;9.0;0.0;3.61;0.23;1.56;0.0
20161123:0810;0.0;30.0;0.0;11.69;0.18;1.66;0.0
20161123:0910;0.0;66.0;0.0;18.15;0.13;1.75;0.0
20161123:1010;0.0;58.0;0.0;22.49;0.09;1.99;0.0
20161123:1110;0.0;82.0;0.0;24.23;0.05;2.22;0.0
20161123:1210;0.0;60.0;0.0;23.18;0.01;2.46;0.0
20161123:1310;0.0;49.0;0.0;19.45;-0.41;2.21;0.0
20161123:1410;0.0;57.0;0.0;13.47;-0.82;1.96;0.0
20161123:1510;0.0;26.0;0.0;5.75;-1.23;1.71;0.0
20161123:1610;0.0;0.0;0.0;0.0;-1.22;1.63;0.0
20161123:1710;0.0;0.0;0.0;0.0;-1.21;1.54;0.0
20161123:1810;0.0;0.0;0.0;0.0;-1.19;1.46;0.0
20161123:1910;0.0;0.0;0.0;0.0;-0.8;1.49;0.0
20161123:2010;0.0;0.0;0.0;0.0;-0.41;1.52;0.0
20161123:2110;0.0;0.0;0.0;0.0;-0.02;1.54;0.0
20161123:2210;0.0;0.0;0.0;0.0;0.18;1.62;0.0
20161123:2310;0.0;0.0;0.0;0.0;0.38;1.69;0.0
20161124:0010;0.0;0.0;0.0;0.0;0.58;1.77;0.0
20161124:0110;0.0;0.0;0.0;0.0;0.45;1.83;0.0
20161124:0210;0.0;0.0;0.0;0.0;0.31;1.9;0.0
20161124:0310;0.0;0.0;0.0;0.0;0.18;1.97;0.0
20161124:0410;0.0;0.0;0.0;0.0;0.46;1.98;0.0
20161124:0510;0.0;0.0;0.0;0.0;0.74;1.98;0.0
20161124:0610;0.0;0.0;0.0;0.0;1.03;1.99;0.0
20161124:0710;0.0;0.0;0.0;0.0;0.87;2.17;0.0
20161124:0810;0.0;45.0;0.0;11.48;0.72;2.35;0.0
20161124:0910;4.0;107.0;0.0;17.94;0.56;2.54;0.0
20161124:1010;13.0;157.0;0.0;22.27;0.32;2.35;0.0
20161124:1110;0.0;70.0;0.0;24.02;0.08;2.16;0.0
20161124:1210;52.0;184.0;0.0;22.99;-0.15;1.97;0.0
20161124:1310;0.0;49.0;0.0;19.28;-0.52;1.93;0.0
20161124:1410;0.0;57.0;0.0;13.33;-0.88;1.89;0.0
20161124:1510;0.0;28.0;0.0;5.62;-1.25;1.85;0.0
20161124:1610;0.0;0.0;0.0;0.0;-1.24;1.9;0.0
20161124:1710;0.0;0.0;0.0;0.0;-1.23;1.96;0.0
20161124:1810;0.0;0.0;0.0;0.0;-1.21;2.01;0.0
20161124:1910;0.0;0.0;0.0;0.0;-1.06;1.95;0.0
20161124:2010;0.0;0.0;0.0;0.0;-0.91;1.89;0.0
20161124:2110;0.0;0.0;0.0;0.0;-0.76;1.82;0.0
20161124:2210;0.0;0.0;0.0;0.0;-0.59;2.02;0.0
20161124:2310;0.0;0.0;0.0;0.0;-0.42;2.22;0.0
20161125:0010;0.0;0.0;0.0;0.0;-0.25;2.41;0.0
20161125:0110;0.0;0.0;0.0;0.0;-0.03;2.52;0.0
20161125:0210;0.0;0.0;0.0;0.0;0.18;2.63;0.0
20161125:0310;0.0;0.0;0.0;0.0;0.39;2.74;0.0
20161125:0410;0.0;0.0;0.0;0.0;0.44;2.54;0.0
20161125:0510;0.0;0.0;0.0;0.0;0.5;2.34;0.0
20161125:0610;0.0;0.0;0.0;0.0;0.56;2.14;0.0
20161125:0710;0.0;0.0;0.0;0.0;0.5;2.09;0.0
20161125:0810;0.0;34.0;0.0;11.27;0.45;2.04;0.0
20161125:0910;0.0;32.0;0.0;17.72;0.39;1.99;0.0
20161125:1010;0.0;52.0;0.0;22.06;0.47;1.87;0.0
20161125:1110;0.0;63.0;0.0;23.82;0.55;1.75;0.0
20161125:1210;0.0;71.0;0.0;22.8;0.63;1.63;0.0
20161125:1310;0.0;64.0;0.0;19.12;0.23;1.38;0.0
20161125:1410;0.0;40.0;0.0;13.19;-0.16;1.13;0.0
20161125:1510;0.0;17.0;0.0;5.51;-0.56;0.88;0.0
20161125:1610;0.0;0.0;0.0;0.0;-0.88;0.82;0.0
20161125:1710;0.0;0.0;0.0;0.0;-1.21;0.75;0.0
20161125:1810;0.0;0.0;0.0;0.0;-1.53;0.69;0.0
20161125:1910;0.0;0.0;0.0;0.0;-1.77;0.71;0.0
20161125:2010;0.0;0.0;0.0;0.0;-2.01;0.74;0.0
20161125:2110;0.0;0.0;0.0;0.0;-2.25;0.76;0.0
20161125:2210;0.0;0.0;0.0;0.0;-2.63;0.72;0.0
20161125:2310;0.0;0.0;0.0;0.0;-3.01;0.68;0.0
20161126:0010;0.0;0.0;0.0;0.0;-3.39;0.63;0.0
20161126:0110;0.0;0.0;0.0;0.0;-2.92;0.66;0.0
20161126:0210;0.0;0.0;0.0;0.0;-2.45;0.69;0.0
20161126:0310;0.0;0.0;0.0;0.0;-1.98;0.72;0.0
20161126:0410;0.0;0.0;0.0;0.0;-2.11;0.66;0.0
20161126:0510;0.0;0.0;0.0;0.0;-2.24;0.6;0.0
20161126:0610;0.0;0.0;0.0;0.0;-2.37;0.54;0.0
20161126:0710;0.0;0.0;0.0;0.0;-1.89;0.57;0.0
20161126:0810;0.0;72.0;0.0;11.06;-1.4;0.6;0.0
20161126:0910;16.0;124.0;0.0;17.52;-0.92;0.63;0.0
20161126:1010;10.0;151.0;0.0;21.85;-0.3;0.7;0.0
20161126:1110;0.0;67.0;0.0;23.63;0.31;0.76;0.0
20161126:1210;0.0;75.0;0.0;22.62;0.93;0.83;0.0
20161126:1310;0.0;140.0;0.0;18.97;0.64;0.82;0.0
20161126:1410;0.0;90.0;0.0;13.06;0.36;0.81;0.0
20161126:1510;0.0;26.0;0.0;5.4;0.07;0.8;0.0
20161126:1610;0.0;0.0;0.0;0.0;-0.69;0.8;0.0
20161126:1710;0.0;0.0;0.0;0.0;-1.45;0.81;0.0
20161126:1810;0.0;0.0;0.0;0.0;-2.21;0.81;0.0
20161126:1910;0.0;0.0;0.0;0.0;-3.04;0.84;0.0
20161126:2010;0.0;0.0;0.0;0.0;-3.86;0.87;0.0
20161126:2110;0.0;0.0;0.0;0.0;-4.68;0.9;0.0
20161126:2210;0.0;0.0;0.0;0.0;-5.32;0.98;0.0
20161126:2310;0.0;0.0;0.0;0.0;-5.96;1.06;0.0
20161127:0010;0.0;0.0;0.0;0.0;-6.61;1.14;0.0
20161127:0110;0.0;0.0;0.0;0.0;-6.3;1.11;0.0
20161127:0210;0.0;0.0;0.0;0.0;-6.0;1.08;0.0
20161127:0310;0.0;0.0;0.0;0.0;-5.7;1.05;0.0
20161127:0410;0.0;0.0;0.0;0.0;-5.52;1.05;0.0
20161127:0510;0.0;0.0;0.0;0.0;-5.34;1.06;0.0
20161127:0610;0.0;0.0;0.0;0.0;-5.16;1.06;0.0
20161127:0710;0.0;0.0;0.0;0.0;-4.14;1.16;0.0
20161127:0810;0.0;50.0;0.0;10.86;-3.12;1.26;0.0
20161127:0910;74.0;123.0;0.0;17.31;-2.1;1.37;0.0
20161127:1010;205.01;111.0;0.0;21.65;-0.63;1.29;0.0
20161127:1110;302.01;77.0;0.0;23.44;0.84;1.22;0.0
20161127:1210;283.01;80.0;0.0;22.45;2.32;1.14;0.0
20161127:1310;0.0;148.0;0.0;18.82;2.01;1.18;0.0
20161127:1410;0.0;87.0;0.0;12.93;1.7;1.21;0.0
20161127:1510;0.0;34.0;0.0;5.29;1.39;1.24;0.0
20161127:1610;0.0;0.0;0.0;0.0;0.22;1.29;0.0
20161127:1710;0.0;0.0;0.0;0.0;-0.95;1.34;0.0
20161127:1810;0.0;0.0;0.0;0.0;-2.12;1.39;0.0
20161127:1910;0.0;0.0;0.0;0.0;-2.99;1.33;0.0
20161127:2010;0.0;0.0;0.0;0.0;-3.86;1.27;0.0
20161127:2110;0.0;0.0;0.0;0.0;-4.73;1.21;0.0
20161127:2210;0.0;0.0;0.0;0.0;-5.22;1.11;0.0
20161127:2310;0.0;0.0;0.0;0.0;-5.71;1.0;0.0
20161128:0010;0.0;0.0;0.0;0.0;-6.21;0.9;0.0
20161128:0110;0.0;0.0;0.0;0.0;-5.99;1.01;0.0
20161128:0210;0.0;0.0;0.0;0.0;-5.78;1.12;0.0
20161128:0310;0.0;0.0;0.0;0.0;-5.57;1.23;0.0
20161128:0410;0.0;0.0;0.0;0.0;-5.67;1.24;0.0
20161128:0510;0.0;0.0;0.0;0.0;-5.77;1.26;0.0
20161128:0610;0.0;0.0;0.0;0.0;-5.86;1.27;0.0
20161128:0710;0.0;0.0;0.0;0.0;-4.92;1.19;0.0
20161128:0810;0.0;69.0;0.0;10.67;-3.98;1.11;0.0
20161128:0910;167.01;78.0;0.0;17.12;-3.04;1.03;0.0
20161128:1010;271.01;69.0;0.0;21.46;-2.19;1.19;0.0
20161128:1110;328.01;58.0;0.0;23.25;-1.34;1.35;0.0
20161128:1210;325.01;50.0;0.0;22.29;-0.48;1.5;0.0
20161128:1310;0.0;69.0;0.0;18.68;-0.71;1.37;0.0
20161128:1410;0.0;90.0;0.0;12.81;-0.93;1.23;0.0
20161128:1510;0.0;34.0;0.0;5.19;-1.16;1.09;0.0
20161128:1610;0.0;0.0;0.0;0.0;-2.14;1.34;0.0
20161128:1710;0.0;0.0;0.0;0.0;-3.13;1.6;0.0
20161128:1810;0.0;0.0;0.0;0.0;-4.11;1.85;0.0
20161128:1910;0.0;0.0;0.0;0.0;-4.19;1.66;0.0
20161128:2010;0.0;0.0;0.0;0.0;-4.27;1.46;0.0
20161128:2110;0.0;0.0;0.0;0.0;-4.34;1.27;0.0
20161128:2210;0.0;0.0;0.0;0.0;-4.25;1.28;0.0
20161128:2310;0.0;0.0;0.0;0.0;-4.15;1.3;0.0
20161129:0010;0.0;0.0;0.0;0.0;-4.06;1.31;0.0
20161129:0110;0.0;0.0;0.0;0.0;-4.15;1.33;0.0
20161129:0210;0.0;0.0;0.0;0.0;-4.24;1.36;0.0
20161129:0310;0.0;0.0;0.0;0.0;-4.33;1.38;0.0
20161129:0410;0.0;0.0;0.0;0.0;-4.37;1.34;0.0
20161129:0510;0.0;0.0;0.0;0.0;-4.41;1.31;0.0
20161129:0610;0.0;0.0;0.0;0.0;-4.44;1.27;0.0
20161129:0710;0.0;0.0;0.0;0.0;-4.45;1.48;0.0
20161129:0810;0.0;67.0;0.0;10.48;-4.45;1.69;0.0
20161129:0910;5.0;105.0;0.0;16.93;-4.46;1.9;0.0
20161129:1010;14.0;151.0;0.0;21.27;-4.11;1.65;0.0
20161129:1110;3.0;141.0;0.0;23.08;-3.77;1.39;0.0
20161129:1210;74.0;175.0;0.0;22.13;-3.42;1.13;0.0
20161129:1310;0.0;144.0;0.0;18.54;-3.37;0.8;0.0
20161129:1410;0.0;92.0;0.0;12.7;-3.31;0.46;0.0
20161129:1510;0.0;32.0;0.0;5.1;-3.25;0.12;0.0
20161129:1610;0.0;0.0;0.0;0.0;-3.69;0.26;0.0
20161129:1710;0.0;0.0;0.0;0.0;-4.14;0.4;0.0
20161129:1810;0.0;0.0;0.0;0.0;-4.58;0.54;0.0
20161129:1910;0.0;0.0;0.0;0.0;-4.88;0.51;0.0
20161129:2010;0.0;0.0;0.0;0.0;-5.18;0.47;0.0
20161129:2110;0.0;0.0;0.0;0.0;-5.48;0.44;0.0
20161129:2210;0.0;0.0;0.0;0.0;-5.79;0.56;0.0
20161129:2310;0.0;0.0;0.0;0.0;-6.1;0.67;0.0
20161130:0010;0.0;0.0;0.0;0.0;-6.41;0.79;0.0
20161130:0110;0.0;0.0;0.0;0.0;-6.47;0.86;0.0
20161130:0210;0.0;0.0;0.0;0.0;-6.53;0.93;0.0
20161130:0310;0.0;0.0;0.0;0.0;-6.59;1.01;0.0
20161130:0410;0.0;0.0;0.0;0.0;-6.27;1.05;0.0
20161130:0510;0.0;0.0;0.0;0.0;-5.95;1.09;0.0
20161130:0610;0.0;0.0;0.0;0.0;-5.63;1.13;0.0
20161130:0710;0.0;0.0;0.0;0.0;-5.07;1.29;0.0
20161130:0810;0.0;54.0;0.0;10.29;-4.5;1.44;0.0
20161130:0910;179.01;66.0;0.0;16.74;-3.94;1.6;0.0
20161130:1010;264.01;70.0;0.0;21.09;-2.65;1.63;0.0
20161130:1110;321.01;58.0;0.0;22.91;-1.37;1.66;0.0
20161130:1210;314.01;53.0;0.0;21.98;-0.08;1.7;0.0
20161130:1310;0.0;60.0;0.0;18.41;-0.73;1.75;0.0
20161130:1410;0.0;57.0;0.0;12.59;-1.37;1.8;0.0
20161130:1510;0.0;26.0;0.0;5.02;-2.01;1.85;0.0
20161130:1610;0.0;0.0;0.0;0.0;-2.84;1.84;0.0
20161130:1710;0.0;0.0;0.0;0.0;-3.67;1.84;0.0
20161130:1810;0.0;0.0;0.0;0.0;-4.5;1.83;0.0
20161130:1910;0.0;0.0;0.0;0.0;-5.09;1.74;0.0
20161130:2010;0.0;0.0;0.0;0.0;-5.67;1.64;0.0
20161130:2110;0.0;0.0;0.0;0.0;-6.25;1.54;0.0
20161130:2210;0.0;0.0;0.0;0.0;-6.25;1.55;0.0
20161130:2310;0.0;0.0;0.0;0.0;-6.24;1.56;0.0
20161201:0010;0.0;0.0;0.0;0.0;-6.24;1.57;0.0
20161201:0110;0.0;0.0;0.0;0.0;-5.73;1.61;0.0
20161201:0210;0.0;0.0;0.0;0.0;-5.22;1.65;0.0
20161201:0310;0.0;0.0;0.0;0.0;-4.71;1.68;0.0
20161201:0410;0.0;0.0;0.0;0.0;-4.6;1.64;0.0
20161201:0510;0.0;0.0;0.0;0.0;-4.49;1.59;0.0
20161201:0610;0.0;0.0;0.0;0.0;-4.38;1.54;0.0
20161201:0710;0.0;0.0;0.0;0.0;-3.57;1.63;0.0
20161201:0810;0.0;43.0;0.0;10.11;-2.76;1.72;0.0
20161201:0910;188.01;60.0;0.0;16.56;-1.95;1.81;0.0
20161201:1010;256.01;75.0;0.0;20.92;-0.24;1.77;0.0
20161201:1110;305.01;70.0;0.0;22.75;1.46;1.74;0.0
20161201:1210;322.01;49.0;0.0;21.83;3.17;1.71;0.0
20161201:1310;0.0;49.0;0.0;18.29;2.6;1.76;0.0
20161201:1410;0.0;36.0;0.0;12.49;2.02;1.8;0.0
20161201:1510;0.0;19.0;0.0;4.94;1.45;1.85;0.0
20161201:1610;0.0;0.0;0.0;0.0;0.11;1.81;0.0
20161201:1710;0.0;0.0;0.0;0.0;-1.24;1.77;0.0
20161201:1810;0.0;0.0;0.0;0.0;-2.59;1.74;0.0
20161201:1910;0.0;0.0;0.0;0.0;-3.15;1.6;0.0
20161201:2010;0.0;0.0;0.0;0.0;-3.72;1.47;0.0
20161201:2110;0.0;0.0;0.0;0.0;-4.28;1.34;0.0
20161201:2210;0.0;0.0;0.0;0.0;-4.41;1.35;0.0
20161201:2310;0.0;0.0;0.0;0.0;-4.53;1.37;0.0
20161202:0010;0.0;0.0;0.0;0.0;-4.65;1.38;0.0
20161202:0110;0.0;0.0;0.0;0.0;-4.41;1.43;0.0
20161202:0210;0.0;0.0;0.0;0.0;-4.16;1.47;0.0
20161202:0310;0.0;0.0;0.0;0.0;-3.92;1.52;0.0
20161202:0410;0.0;0.0;0.0;0.0;-3.63;1.57;0.0
20161202:0510;0.0;0.0;0.0;0.0;-3.34;1.62;0.0
20161202:0610;0.0;0.0;0.0;0.0;-3.06;1.67;0.0
20161202:0710;0.0;0.0;0.0;0.0;-2.06;1.76;0.0
20161202:0810;0.0;49.0;0.0;9.94;-1.07;1.85;0.0
20161202:0910;193.01;55.0;0.0;16.38;-0.07;1.94;0.0
20161202:1010;273.01;62.0;0.0;20.75;1.31;1.94;0.0
20161202:1110;332.01;50.0;0.0;22.59;2.69;1.94;0.0
20161202:1210;313.01;54.0;0.0;21.7;4.07;1.94;0.0
20161202:1310;0.0;49.0;0.0;18.18;3.15;1.98;0.0
20161202:1410;0.0;39.0;0.0;12.4;2.23;2.01;0.0
20161202:1510;0.0;21.0;0.0;4.87;1.31;2.04;0.0
20161202:1610;0.0;0.0;0.0;0.0;0.36;1.89;0.0
20161202:1710;0.0;0.0;0.0;0.0;-0.59;1.75;0.0
20161202:1810;0.0;0.0;0.0;0.0;-1.55;1.6;0.0
20161202:1910;0.0;0.0;0.0;0.0;-2.26;1.44;0.0
20161202:2010;0.0;0.0;0.0;0.0;-2.98;1.29;0.0
20161202:2110;0.0;0.0;0.0;0.0;-3.69;1.13;0.0
20161202:2210;0.0;0.0;0.0;0.0;-4.06;1.08;0.0
20161202:2310;0.0;0.0;0.0;0.0;-4.43;1.02;0.0
20161203:0010;0.0;0.0;0.0;0.0;-4.79;0.97;0.0
20161203:0110;0.0;0.0;0.0;0.0;-4.97;0.87;0.0
20161203:0210;0.0;0.0;0.0;0.0;-5.14;0.77;0.0
20161203:0310;0.0;0.0;0.0;0.0;-5.32;0.68;0.0
20161203:0410;0.0;0.0;0.0;0.0;-5.34;0.65;0.0
20161203:0510;0.0;0.0;0.0;0.0;-5.36;0.62;0.0
20161203:0610;0.0;0.0;0.0;0.0;-5.38;0.59;0.0
20161203:0710;0.0;0.0;0.0;0.0;-4.39;0.72;0.0
20161203:0810;0.0;55.0;0.0;9.76;-3.4;0.85;0.0
20161203:0910;0.0;69.0;0.0;16.21;-2.41;0.98;0.0
20161203:1010;0.0;78.0;0.0;20.58;-2.06;1.44;0.0
20161203:1110;0.0;71.0;0.0;22.44;-1.72;1.91;0.0
20161203:1210;0.0;90.0;0.0;21.57;-1.37;2.37;0.0
20161203:1310;0.0;124.0;0.0;18.07;-1.69;1.92;0.0
20161203:1410;0.0;65.0;0.0;12.32;-2.0;1.47;0.0
20161203:1510;0.0;15.0;0.0;4.8;-2.32;1.02;0.0
20161203:1610;0.0;0.0;0.0;0.0;-2.82;0.96;0.0
20161203:1710;0.0;0.0;0.0;0.0;-3.33;0.9;0.0
20161203:1810;0.0;0.0;0.0;0.0;-3.84;0.84;0.0
20161203:1910;0.0;0.0;0.0;0.0;-3.95;0.64;0.0
20161203:2010;0.0;0.0;0.0;0.0;-4.06;0.44;0.0
20161203:2110;0.0;0.0;0.0;0.0;-4.17;0.23;0.0
20161203:2210;0.0;0.0;0.0;0.0;-4.71;0.26;0.0
20161203:2310;0.0;0.0;0.0;0.0;-5.24;0.29;0.0
20161204:0010;0.0;0.0;0.0;0.0;-5.77;0.32;0.0
20161204:0110;0.0;0.0;0.0;0.0;-5.73;0.32;0.0
20161204:0210;0.0;0.0;0.0;0.0;-5.68;0.32;0.0
20161204:0310;0.0;0.0;0.0;0.0;-5.64;0.32;0.0
20161204:0410;0.0;0.0;0.0;0.0;-5.5;0.27;0.0
20161204:0510;0.0;0.0;0.0;0.0;-5.36;0.23;0.0
20161204:0610;0.0;0.0;0.0;0.0;-5.22;0.18;0.0
20161204:0710;0.0;0.0;0.0;0.0;-4.54;0.17;0.0
20161204:0810;0.0;57.0;0.0;9.6;-3.87;0.16;0.0
20161204:0910;19.0;115.0;0.0;16.05;-3.2;0.15;0.0
20161204:1010;45.0;160.0;0.0;20.43;-2.53;0.52;0.0
20161204:1110;67.0;178.0;0.0;22.3;-1.86;0.89;0.0
20161204:1210;232.01;101.0;0.0;21.44;-1.19;1.26;0.0
20161204:1310;0.0;55.0;0.0;17.97;-1.44;1.17;0.0
20161204:1410;0.0;37.0;0.0;12.24;-1.69;1.08;0.0
20161204:1510;0.0;19.0;0.0;4.75;-1.94;0.99;0.0
20161204:1610;0.0;0.0;0.0;0.0;-2.32;0.74;0.0
20161204:1710;0.0;0.0;0.0;0.0;-2.7;0.49;0.0
20161204:1810;0.0;0.0;0.0;0.0;-3.09;0.23;0.0
20161204:1910;0.0;0.0;0.0;0.0;-3.71;0.23;0.0
20161204:2010;0.0;0.0;0.0;0.0;-4.33;0.23;0.0
20161204:2110;0.0;0.0;0.0;0.0;-4.95;0.22;0.0
20161204:2210;0.0;0.0;0.0;0.0;-5.5;0.25;0.0
20161204:2310;0.0;0.0;0.0;0.0;-6.05;0.29;0.0
20161205:0010;0.0;0.0;0.0;0.0;-6.59;0.32;0.0
20161205:0110;0.0;0.0;0.0;0.0;-6.41;0.37;0.0
20161205:0210;0.0;0.0;0.0;0.0;-6.23;0.42;0.0
20161205:0310;0.0;0.0;0.0;0.0;-6.05;0.47;0.0
20161205:0410;0.0;0.0;0.0;0.0;-6.0;0.42;0.0
20161205:0510;0.0;0.0;0.0;0.0;-5.95;0.37;0.0
20161205:0610;0.0;0.0;0.0;0.0;-5.91;0.32;0.0
20161205:0710;0.0;0.0;0.0;0.0;-4.94;0.32;0.0
20161205:0810;0.0;37.0;0.0;9.44;-3.98;0.33;0.0
20161205:0910;102.01;99.0;0.0;15.89;-3.02;0.33;0.0
20161205:1010;171.01;117.0;0.0;20.28;-1.94;0.32;0.0
20161205:1110;259.01;91.0;0.0;22.16;-0.85;0.3;0.0
20161205:1210;274.01;74.0;0.0;21.33;0.23;0.29;0.0
20161205:1310;0.0;55.0;0.0;17.88;-0.05;0.28;0.0
20161205:1410;0.0;38.0;0.0;12.17;-0.33;0.26;0.0
20161205:1510;0.0;19.0;0.0;4.69;-0.61;0.25;0.0
20161205:1610;0.0;0.0;0.0;0.0;-1.28;0.3;0.0
20161205:1710;0.0;0.0;0.0;0.0;-1.95;0.35;0.0
20161205:1810;0.0;0.0;0.0;0.0;-2.62;0.4;0.0
20161205:1910;0.0;0.0;0.0;0.0;-3.23;0.54;0.0
20161205:2010;0.0;0.0;0.0;0.0;-3.83;0.68;0.0
20161205:2110;0.0;0.0;0.0;0.0;-4.44;0.81;0.0
20161205:2210;0.0;0.0;0.0;0.0;-5.17;0.83;0.0
20161205:2310;0.0;0.0;0.0;0.0;-5.9;0.84;0.0
20161206:0010;0.0;0.0;0.0;0.0;-6.62;0.86;0.0
20161206:0110;0.0;0.0;0.0;0.0;-6.63;0.91;0.0
20161206:0210;0.0;0.0;0.0;0.0;-6.63;0.97;0.0
20161206:0310;0.0;0.0;0.0;0.0;-6.64;1.03;0.0
20161206:0410;0.0;0.0;0.0;0.0;-6.63;1.02;0.0
20161206:0510;0.0;0.0;0.0;0.0;-6.62;1.0;0.0
20161206:0610;0.0;0.0;0.0;0.0;-6.61;0.98;0.0
20161206:0710;0.0;0.0;0.0;0.0;-5.25;0.97;0.0
20161206:0810;0.0;39.0;0.0;9.28;-3.9;0.97;0.0
20161206:0910;85.0;105.0;0.0;15.74;-2.55;0.97;0.0
20161206:1010;234.01;79.0;0.0;20.13;-1.17;0.93;0.0
20161206:1110;271.01;83.0;0.0;22.03;0.22;0.89;0.0
20161206:1210;252.01;86.0;0.0;21.22;1.6;0.86;0.0
20161206:1310;0.0;66.0;0.0;17.79;1.03;0.95;0.0
20161206:1410;0.0;80.0;0.0;12.11;0.47;1.05;0.0
20161206:1510;0.0;15.0;0.0;4.65;-0.1;1.14;0.0
20161206:1610;0.0;0.0;0.0;0.0;-1.1;1.03;0.0
20161206:1710;0.0;0.0;0.0;0.0;-2.1;0.91;0.0
20161206:1810;0.0;0.0;0.0;0.0;-3.1;0.79;0.0
20161206:1910;0.0;0.0;0.0;0.0;-3.75;0.81;0.0
20161206:2010;0.0;0.0;0.0;0.0;-4.39;0.83;0.0
20161206:2110;0.0;0.0;0.0;0.0;-5.04;0.86;0.0
20161206:2210;0.0;0.0;0.0;0.0;-5.78;0.82;0.0
20161206:2310;0.0;0.0;0.0;0.0;-6.51;0.78;0.0
20161207:0010;0.0;0.0;0.0;0.0;-7.24;0.74;0.0
20161207:0110;0.0;0.0;0.0;0.0;-7.29;0.79;0.0
20161207:0210;0.0;0.0;0.0;0.0;-7.35;0.84;0.0
20161207:0310;0.0;0.0;0.0;0.0;-7.4;0.88;0.0
20161207:0410;0.0;0.0;0.0;0.0;-7.32;0.79;0.0
20161207:0510;0.0;0.0;0.0;0.0;-7.25;0.69;0.0
20161207:0610;0.0;0.0;0.0;0.0;-7.18;0.59;0.0
20161207:0710;0.0;0.0;0.0;0.0;-5.78;0.45;0.0
20161207:0810;0.0;48.0;0.0;9.13;-4.39;0.3;0.0
20161207:0910;86.0;103.0;0.0;15.59;-3.0;0.15;0.0
20161207:1010;36.0;156.0;0.0;20.0;-1.3;0.27;0.0
20161207:1110;73.0;174.0;0.0;21.91;0.39;0.39;0.0
20161207:1210;68.0;169.0;0.0;21.12;2.09;0.51;0.0
20161207:1310;0.0;134.0;0.0;17.71;1.74;0.4;0.0
20161207:1410;0.0;66.0;0.0;12.05;1.4;0.3;0.0
20161207:1510;0.0;23.0;0.0;4.61;1.05;0.19;0.0
20161207:1610;0.0;0.0;0.0;0.0;-0.23;0.23;0.0
20161207:1710;0.0;0.0;0.0;0.0;-1.51;0.28;0.0
20161207:1810;0.0;0.0;0.0;0.0;-2.79;0.32;0.0
20161207:1910;0.0;0.0;0.0;0.0;-3.65;0.41;0.0
20161207:2010;0.0;0.0;0.0;0.0;-4.5;0.5;0.0
